no,total_mask_area,red_mask_area,green_mask_area,brown_mask_area
1,59914,24420,16231,19263
2,60020,24508,16250,19262
3,60022,24719,16290,19013
4,59886,24742,16361,18783
5,59892,24895,16454,18543
6,60094,24356,16456,19282
7,59924,24800,16390,18734
8,60075,24956,16368,18751
9,60062,24797,16344,18921
10,60046,24463,16433,19150
11,59949,24698,16486,18765
12,60201,24473,16566,19162
13,59964,24432,16615,18917
14,60075,24524,16837,18714
15,60101,24399,16755,18947
16,60038,24404,16833,18801
17,60301,24247,16750,19304
18,60270,24104,16660,19506
19,60318,24485,16628,19205
20,60343,24327,16682,19334
21,60402,24562,16761,19079
22,60569,24201,16915,19453
23,60608,24240,16996,19372
24,60596,24487,17216,18893
25,60472,24469,17103,18900
26,60522,24442,17131,18949
27,60689,24616,17124,18949
28,60799,24456,17161,19182
29,60749,24249,17095,19405
30,60626,24293,17205,19128
31,60555,24443,17334,18778
32,60641,24607,17377,18657
33,60640,24191,17404,19045
34,60652,24392,17437,18823
35,60706,24353,17515,18838
36,60714,24134,17382,19198
37,60684,24337,17350,18997
38,60560,24346,17434,18780
39,60605,24313,17427,18865
40,60428,23891,17572,18965
41,60561,24421,17503,18637
42,60471,24332,17669,18470
43,60506,24506,17807,18193
44,60599,24268,17735,18596
45,60628,24109,17691,18828
46,60625,24099,17750,18776
47,60641,24314,17620,18707
48,60516,24195,17676,18645
49,60452,24013,17656,18783
50,60666,24289,17707,18670
51,60468,24345,17827,18296
52,60375,24346,18010,18019
53,60394,24345,18142,17907
54,60520,24320,18070,18130
55,60559,24033,18004,18522
56,60495,24080,18075,18340
57,60499,24282,18189,18028
58,60496,23914,18196,18386
59,60448,24246,18070,18132
60,60590,24301,18104,18185
61,60595,24524,18161,17910
62,60669,24112,18073,18484
63,60678,24390,18163,18125
64,60783,24378,18295,18110
65,60836,24621,18206,18009
66,60817,24400,18349,18068
67,60847,24700,18368,17779
68,60967,24559,18401,18007
69,61102,24427,18497,18178
70,61154,24567,18444,18143
71,61195,24545,18544,18106
72,61152,24699,18722,17731
73,61015,24952,18535,17528
74,61084,24738,18608,17738
75,61157,24800,18568,17789
76,61130,24532,18661,17937
77,61159,25019,18809,17331
78,61375,24893,18905,17577
79,61299,25072,18943,17284
80,61280,24802,18923,17555
81,61457,24958,18954,17545
82,61398,24772,18914,17712
83,61361,24632,18975,17754
84,61394,24961,19051,17382
85,61408,24746,18916,17746
86,61392,24643,18903,17846
87,61219,24851,18991,17377
88,61300,24669,19001,17630
89,61273,24568,19017,17688
90,61378,24871,18936,17571
91,61240,25227,18835,17178
92,61185,25005,19002,17178
93,61027,25046,18911,17070
94,61089,24796,18984,17309
95,61190,24687,18928,17575
96,61283,24535,19065,17683
97,61148,24454,19033,17661
98,61357,24662,19112,17583
99,61120,24347,19199,17574
100,61254,24297,19057,17900
101,61302,24176,19236,17890
102,61107,24450,19246,17411
103,61221,24549,19249,17423
104,61156,24447,19244,17465
105,60763,24437,19140,17186
106,60857,24522,19202,17133
107,60795,24337,19269,17189
108,60851,24453,19155,17243
109,60745,24325,19243,17177
110,60697,24236,19295,17166
111,60771,24058,19300,17413
112,60692,24198,19225,17269
113,60605,23931,19299,17375
114,60749,23686,19214,17849
115,60727,23686,19217,17824
116,60684,24069,19329,17286
117,60685,23737,19413,17535
118,60716,23583,19366,17767
119,60613,23646,19349,17618
120,60703,23703,19363,17637
121,60728,23538,19398,17792
122,60716,23547,19470,17699
123,60612,23056,19463,18093
124,60760,23213,19453,18094
125,60670,23276,19590,17804
126,60754,22910,19531,18313
127,60765,23287,19512,17966
128,60701,23324,19504,17873
129,60431,23213,19461,17757
130,60697,23141,19384,18172
131,60617,23268,19393,17956
132,60648,23314,19384,17950
133,60656,23197,19332,18127
134,60315,23342,19350,17623
135,60249,23061,19359,17829
136,60256,23102,19331,17823
137,60060,23345,19327,17388
138,60083,22947,19394,17742
139,60286,23282,19359,17645
140,60312,23139,19267,17906
141,60006,23159,19280,17567
142,60171,23340,19307,17524
143,60230,23309,19282,17639
144,60167,23275,19277,17615
145,60260,23250,19279,17731
146,60100,23282,19273,17545
147,60084,23035,19202,17847
148,60139,23252,19063,17824
149,60006,23261,19090,17655
150,59951,23095,19103,17753
151,59888,23365,19060,17463
152,59976,23407,19094,17475
153,59839,23148,18875,17816
154,59917,23198,18997,17722
155,59797,23314,18975,17508
156,59883,23395,18909,17579
157,59670,23057,18955,17658
158,59992,23421,18840,17731
159,59787,23161,18795,17831
160,59796,23340,18784,17672
161,59688,23256,18833,17599
162,59764,23346,18730,17688
163,59680,23204,18810,17666
164,59677,23200,18705,17772
165,59488,23154,18713,17621
166,59437,23106,18704,17627
167,59432,23200,18622,17610
168,59326,23605,18581,17140
169,59351,23304,18495,17552
170,59274,23329,18575,17370
171,59305,23074,18462,17769
172,59133,23001,18463,17669
173,59131,22754,18559,17818
174,59315,22892,18584,17839
175,59120,22934,18637,17549
176,59169,23196,18506,17467
177,59158,22822,18464,17872
178,59176,23035,18525,17616
179,59221,22975,18433,17813
180,59138,23043,18381,17714
181,59073,23110,18473,17490
182,59070,22902,18457,17711
183,59070,23357,18371,17342
184,58998,23081,18296,17621
185,58967,22901,18324,17742
186,59025,22999,18404,17622
187,58888,23023,18365,17500
188,58878,23120,18319,17439
189,59004,23066,18386,17552
190,58800,22992,18296,17512
191,58832,22911,18249,17672
192,58816,22749,18184,17883
193,58951,22853,18272,17826
194,58944,23064,18228,17652
195,58896,23053,18197,17646
196,58812,23255,18217,17340
197,58674,23019,18299,17356
198,58562,23042,18167,17353
199,58485,22979,18156,17350
200,58765,23201,18204,17360
201,58766,23088,18137,17541
202,58683,23080,18021,17582
203,58841,23080,18064,17697
204,58737,23044,17927,17766
205,59014,22987,18011,18016
206,58773,23103,17882,17788
207,58789,23238,17930,17621
208,58901,23116,17767,18018
209,58764,23211,17891,17662
210,58503,23586,17892,17025
211,58553,23403,17680,17470
212,58711,23200,17538,17973
213,58720,23575,17602,17543
214,58500,23572,17661,17267
215,58636,23477,17564,17595
216,58601,23652,17517,17432
217,58396,23479,17339,17578
218,58555,23482,17458,17615
219,58569,23645,17448,17476
220,58647,23636,17268,17743
221,58577,23582,17160,17835
222,58509,23328,17108,18073
223,58547,23744,17056,17747
224,58482,23765,17129,17588
225,58438,23679,17034,17725
226,58320,23882,16951,17487
227,58359,23730,16984,17645
228,58570,23985,16875,17710
229,58479,23910,16864,17705
230,58626,24077,16817,17732
231,58677,24011,16713,17953
232,58467,24103,16707,17657
233,58551,23914,16695,17942
234,58342,23880,16549,17913
235,58329,24115,16498,17716
236,58475,24338,16438,17699
237,58245,24365,16435,17445
238,58098,24663,16442,16993
239,58351,24577,16402,17372
240,58225,24543,16417,17265
241,58236,24604,16266,17366
242,58124,24439,16147,17538
243,58226,24782,16370,17074
244,58260,24662,16255,17343
245,58207,24655,16244,17308
246,58109,25056,16233,16820
247,58088,25033,16232,16823
248,58234,24921,16139,17174
249,58147,24879,16128,17140
250,58025,25092,16112,16821
251,57964,25190,15909,16865
252,57858,25171,15912,16775
253,57938,25372,15933,16633
254,57846,25062,15885,16899
255,57770,24960,15800,17010
256,57697,25301,15870,16526
257,57832,25270,15861,16701
258,57625,25383,15901,16341
259,57513,25510,15831,16172
260,57685,25187,15772,16726
