no,total_mask_area,red_mask_area,green_mask_area,brown_mask_area
1,57160,21769,17533,17858
2,57339,21840,17549,17950
3,56847,21809,17467,17571
4,57248,22015,17485,17748
5,57045,22130,17536,17379
6,57570,21676,17580,18314
7,57703,21878,17534,18291
8,57709,21931,17509,18269
9,57833,22184,17470,18179
10,57459,22028,17494,17937
11,57627,22090,17487,18050
12,57633,22093,17511,18029
13,57749,21985,17348,18416
14,57511,22487,17473,17551
15,57876,22026,17494,18356
16,57746,21889,17469,18388
17,57297,22109,17498,17690
18,57876,22049,17469,18358
19,57731,21968,17370,18393
20,57821,22014,17379,18428
21,58009,22128,17386,18495
22,58015,22297,17336,18382
23,58002,22095,17352,18555
24,57723,22046,17409,18268
25,57503,22059,17329,18115
26,57575,22034,17472,18069
27,58049,21981,17314,18754
28,57431,22280,17139,18012
29,57296,22138,17086,18072
30,57483,22295,17108,18080
31,56952,22417,17078,17457
32,57379,22160,17043,18176
33,57755,22140,17018,18597
34,57798,22233,17046,18519
35,57436,22104,17014,18318
36,57625,22128,17029,18468
37,57494,22315,16935,18244
38,57269,22179,16800,18290
39,57278,22109,16789,18380
40,57063,22285,16838,17940
41,57420,22331,16823,18266
42,57069,22098,16739,18232
43,57576,21970,17013,18593
44,56889,22383,16723,17783
45,57395,22062,16627,18706
46,57016,22051,16573,18392
47,56908,21787,16694,18427
48,56820,21677,16709,18434
49,56575,21898,16562,18115
50,56675,21898,16559,18218
51,56728,21946,16628,18154
52,56898,21886,16696,18316
53,56914,21853,16512,18549
54,56953,21700,16637,18616
55,56667,21835,16552,18280
56,56351,21820,16613,17918
57,56668,21862,16624,18182
58,56210,21702,16588,17920
59,56337,21708,16613,18016
60,56165,21343,16473,18349
61,56298,21409,16353,18536
62,56081,21474,16278,18329
63,56391,21229,16319,18843
64,55432,21283,16250,17899
65,56207,21604,16268,18335
66,55756,21513,16336,17907
67,55697,21384,16247,18066
68,55911,21118,16275,18518
69,55583,21181,16158,18244
70,55211,21124,16196,17891
71,55758,21109,16146,18503
72,55482,21256,15910,18316
73,55552,21006,15965,18581
74,55564,21304,16038,18222
75,55378,21001,16046,18331
76,55368,20939,15990,18439
77,54667,20879,15952,17836
78,54863,20756,15989,18118
79,55354,20931,15854,18569
80,55338,21151,15884,18303
81,55283,20769,15835,18679
82,55039,21173,15837,18029
83,55145,21099,15716,18330
