no,total_mask_area,red_mask_area,green_mask_area,brown_mask_area
1,54098,26937,12073,15088
2,54092,26994,12106,14992
3,54373,26869,12150,15354
4,54427,27457,12029,14941
5,54640,26697,12133,15810
6,54345,26911,12278,15156
7,54362,26879,12226,15257
8,54568,27340,12141,15087
9,54668,26913,12281,15474
10,54642,27063,12300,15279
11,54524,27037,12363,15124
12,54475,26931,12463,15081
13,54694,27179,12310,15205
14,54644,27189,12256,15199
15,55010,27206,12302,15502
16,54743,27225,12238,15280
17,54583,27244,12292,15047
18,54681,27101,12283,15297
19,54910,27216,12307,15387
20,54807,27187,12259,15361
21,55315,27007,12272,16036
22,54806,27382,12364,15060
23,54921,27319,12361,15241
24,54898,27169,12386,15343
25,54989,27183,12438,15368
26,54898,27115,12315,15468
27,54979,27127,12440,15412
28,55240,27112,12341,15787
29,55249,26995,12380,15874
30,54943,27084,12398,15461
31,55017,27102,12448,15467
32,55094,27066,12283,15745
33,55263,26777,12425,16061
34,55210,27104,12368,15738
35,55407,27038,12400,15969
36,55543,26858,12341,16344
37,55375,26855,12434,16086
38,55378,26903,12488,15987
39,55475,26851,12362,16262
40,55164,26763,12438,15963
41,55325,26718,12405,16202
42,55277,26747,12399,16131
43,55458,26664,12412,16382
44,55440,27171,12461,15808
45,55502,26634,12402,16466
46,55784,26469,12366,16949
47,55591,26769,12422,16400
48,55568,26499,12352,16717
49,55359,26685,12397,16277
50,55608,26481,12450,16677
51,55355,26728,12555,16072
52,55357,26690,12337,16330
53,55555,26639,12329,16587
54,55568,26562,12289,16717
55,55749,26385,12397,16967
56,55571,26406,12336,16829
57,55333,26368,12260,16705
58,55229,26093,12403,16733
59,55344,26153,12350,16841
60,55464,25988,12403,17073
61,55571,25904,12286,17381
62,55210,25828,12252,17130
63,55181,26071,12320,16790
64,55545,25736,12297,17512
65,55745,26048,12280,17417
66,55547,25839,12343,17365
67,55597,25766,12232,17599
68,55728,25697,12254,17777
69,55396,25773,12184,17439
70,55567,25464,12024,18079
71,55457,25869,12034,17554
72,55618,25318,12180,18120
73,55638,25596,12183,17859
74,55673,25676,12088,17909
75,55626,25298,12077,18251
76,55318,25344,11990,17984
77,55464,25057,12036,18371
78,55606,24971,11972,18663
79,55165,25146,12015,18004
80,55168,24964,11955,18249
81,55232,25285,11892,18055
82,55210,25578,11853,17779
83,55624,25236,11960,18428
84,55398,25255,11893,18250
85,55566,25065,11840,18661
86,55158,25289,11883,17986
87,55192,24882,11735,18575
88,55363,25230,11753,18380
89,55482,24946,11708,18828
90,55279,24939,11675,18665
91,55699,25111,11647,18941
92,55595,24834,11746,19015
93,55309,25096,11722,18491
94,55442,24955,11654,18833
95,55551,24887,11606,19058
96,55571,25064,11572,18935
97,55684,24766,11414,19504
98,55218,25138,11593,18487
99,55699,24852,11688,19159
100,55514,24976,11685,18853
101,55355,24932,11629,18794
102,55336,24664,11583,19089
103,55620,24659,11520,19441
104,55252,24708,11577,18967
105,55532,24664,11688,19180
106,55782,24838,11678,19266
107,55892,24688,11690,19514
108,55958,24740,11609,19609
109,55921,24968,11604,19349
110,55789,25002,11628,19159
111,55707,24504,11716,19487
112,55693,24709,11744,19240
113,55758,24748,11827,19183
114,55716,25068,11796,18852
115,55920,24613,11785,19522
116,56070,24745,11742,19583
117,55959,24524,11899,19536
118,56069,24782,11921,19366
119,56028,25113,12014,18901
120,56164,25112,12027,19025
121,56470,25072,12103,19295
122,56398,25092,12168,19138
123,56542,25304,12204,19034
124,56431,25125,12291,19015
125,56347,25341,12315,18691
126,56602,25035,12286,19281
127,56456,25213,12301,18942
128,56894,25117,12366,19411
129,56833,25273,12469,19091
130,56842,25145,12533,19164
131,56789,25591,12609,18589
132,56842,25405,12657,18780
133,57123,25581,12658,18884
134,56924,25673,12523,18728
135,57113,25680,12588,18845
136,57404,25938,12662,18804
137,57221,25700,12734,18787
138,57373,25707,12744,18922
139,57352,25959,12753,18640
140,57180,25875,12785,18520
141,57560,25993,12862,18705
142,57562,25981,12925,18656
143,57777,26052,12935,18790
144,57722,26037,12930,18755
145,57836,26220,13051,18565
146,57685,26087,12937,18661
147,57797,26324,12951,18522
148,57773,26254,12915,18604
149,57834,26289,12949,18596
150,57770,26278,13025,18467
151,57779,26494,12958,18327
152,58042,26595,13040,18407
153,58068,26638,13137,18293
154,58301,26774,13182,18345
155,58035,26742,13186,18107
156,58070,26869,13094,18107
157,58018,26556,13135,18327
158,58230,26818,13130,18282
159,58442,27121,13157,18164
160,58366,26823,13230,18313
161,58466,27352,13272,17842
162,58232,26988,13204,18040
163,58226,27003,13290,17933
164,58504,26890,13247,18367
165,58542,27004,13332,18206
166,58599,26883,13327,18389
167,58462,27166,13386,17910
168,58371,27116,13235,18020
169,58131,27110,13239,17782
170,58293,27045,13209,18039
171,58462,27354,13187,17921
172,58479,27147,13219,18113
173,58256,27318,13311,17627
174,58469,27311,13323,17835
175,58127,27352,13245,17530
176,58280,27028,13339,17913
177,58485,27247,13261,17977
178,58439,27631,13292,17516
179,58492,27304,13211,17977
180,58441,27330,13247,17864
181,58037,27828,13309,16900
182,58255,27638,13279,17338
183,58326,27433,13214,17679
184,58442,27616,13304,17522
185,58348,27822,13354,17172
186,58508,27583,13313,17612
187,58535,27638,13401,17496
188,58539,27485,13398,17656
189,58407,27249,13365,17793
190,58400,27295,13393,17712
191,58005,27180,13366,17459
192,58361,27518,13332,17511
193,58147,27509,13414,17224
194,58145,27653,13320,17172
195,58164,27381,13300,17483
196,58085,27363,13267,17455
197,57966,27385,13222,17359
198,57983,27642,13183,17158
199,57861,27731,13354,16776
200,57883,27506,13315,17062
201,57869,27780,13299,16790
202,57680,27856,13219,16605
203,57797,27555,13257,16985
204,57603,27573,13185,16845
205,57041,27488,13209,16344
206,57201,27669,13241,16291
207,57079,27430,13148,16501
208,57117,27289,13046,16782
209,56792,27372,13045,16375
210,56765,27345,12936,16484
211,56890,27271,12985,16634
212,56855,27261,13036,16558
213,56740,27082,12922,16736
214,56448,27143,12969,16336
215,56502,27023,13055,16424
216,56431,26872,13003,16556
217,56639,27306,12987,16346
218,56646,27026,12922,16698
219,56269,26949,12938,16382
220,56002,27060,12919,16023
221,55959,27038,12915,16006
222,55990,26833,12956,16201
223,55792,26772,12887,16133
224,55648,26764,12890,15994
225,55316,26943,12853,15520
226,55340,26844,12862,15634
227,55225,26873,12880,15472
228,55037,26847,12798,15392
229,55059,26767,12800,15492
230,54680,26619,12703,15358
231,54705,26787,12621,15297
232,54703,26602,12645,15456
233,54682,26460,12714,15508
234,54662,26714,12705,15243
235,54596,26464,12666,15466
236,54604,26058,12655,15891
237,54152,26081,12672,15399
238,54173,26469,12654,15050
239,53951,25964,12523,15464
240,53719,25894,12464,15361
241,53713,25989,12466,15258
242,53851,25857,12428,15566
243,53380,25607,12409,15364
244,53287,25734,12426,15127
245,53402,25649,12374,15379
246,53081,25363,12279,15439
247,52990,25369,12228,15393
248,53276,25146,12189,15941
249,53115,25255,12193,15667
250,52963,25209,12157,15597
251,52798,25298,12093,15407
252,52551,25106,12034,15411
253,52483,25283,11950,15250
254,52565,25412,11946,15207
255,52318,25220,11867,15231
256,52252,25269,11898,15085
257,52081,25131,11940,15010
258,51936,25183,11722,15031
259,51638,24923,11696,15019
260,51728,24983,11751,14994
261,51688,24991,11670,15027
262,51661,24587,11549,15525
263,51547,24536,11542,15469
264,51446,24729,11496,15221
265,51344,24641,11458,15245
266,51250,24523,11442,15285
267,51221,24485,11332,15404
268,50806,24439,11290,15077
269,50736,24302,11180,15254
270,50753,24042,11138,15573
271,50768,24264,11092,15412
272,50936,24060,11024,15852
273,50496,24094,10974,15428
274,50454,24030,10922,15502
275,50134,23844,10880,15410
276,50283,23579,10837,15867
277,50234,23603,10810,15821
278,50043,23670,10805,15568
279,49649,23749,10720,15180
280,49932,23623,10559,15750
281,49646,23611,10529,15506
282,49166,23632,10382,15152
283,49610,23574,10316,15720
284,49298,23713,10212,15373
285,49210,23615,10180,15415
286,49408,23515,10174,15719
287,49572,23438,10106,16028
288,49462,23404,10107,15951
289,49289,23521,10079,15689
290,49181,23655,10118,15408
291,49211,23547,10097,15567
292,49095,23502,10166,15427
293,49144,23447,10152,15545
