no,total_mask_area,red_mask_area,green_mask_area,brown_mask_area
1,54401,31551,11698,11152
2,54361,31622,11753,10986
3,54288,32011,11575,10702
4,54385,32022,11458,10905
5,54253,31945,11441,10867
6,54127,31871,11390,10866
7,54143,32280,11168,10695
8,54174,32109,11147,10918
9,54184,32176,11081,10927
10,54198,32298,10977,10923
11,54117,32060,10968,11089
12,54179,32007,10920,11252
13,54006,32046,10893,11067
14,53743,32353,10764,10626
15,53870,32095,10662,11113
16,53751,32215,10639,10897
17,53770,32416,10602,10752
18,53709,32332,10482,10895
19,53589,32259,10280,11050
20,53550,32253,10175,11122
21,53527,32463,10172,10892
22,53544,32369,10128,11047
23,53538,32271,10057,11210
24,53487,32651,9840,10996
25,53506,32602,9855,11049
26,53514,32669,9754,11091
27,53376,32712,9654,11010
28,53275,32743,9665,10867
29,53199,32745,9632,10822
30,53041,32801,9448,10792
31,53192,32901,9354,10937
32,53060,32924,9364,10772
33,53111,32879,9341,10891
34,53078,32808,9390,10880
35,53178,33173,9244,10761
36,53194,33097,9162,10935
37,53089,33641,9119,10329
38,53060,33183,8980,10897
39,53016,33513,8926,10577
40,52889,33530,8887,10472
41,52859,33456,8865,10538
42,52848,33636,8774,10438
43,52996,33768,8751,10477
44,52827,33918,8649,10260
45,52914,34014,8602,10298
46,52802,33910,8631,10261
47,52998,33962,8586,10450
48,52899,34018,8642,10239
49,52865,34157,8479,10229
50,52841,34271,8318,10252
51,52893,34200,8194,10499
52,52919,34470,8199,10250
53,53056,34461,8026,10569
54,53043,34377,8154,10512
55,53015,34378,8037,10600
56,52987,34950,8106,9931
57,52903,34655,8027,10221
58,53020,34740,7923,10357
59,53072,34500,7786,10786
60,53101,34711,7687,10703
61,53228,34370,7635,11223
62,53109,34774,7716,10619
63,53045,34824,7719,10502
64,53238,34808,7613,10817
65,53393,34927,7657,10809
66,53482,34902,7593,10987
67,53489,35038,7532,10919
68,53390,35098,7564,10728
69,53532,34843,7463,11226
70,53569,35339,7466,10764
71,53506,35367,7436,10703
72,53651,35751,7399,10501
73,53606,35614,7412,10580
74,53761,35588,7355,10818
75,53831,35562,7372,10897
76,53879,35827,7228,10824
77,53843,35722,7233,10888
78,54094,36212,7306,10576
79,54073,36190,7334,10549
80,54176,36499,7245,10432
81,54150,36094,7250,10806
82,54140,36413,7188,10539
83,54207,36461,7205,10541
84,54063,36369,7164,10530
85,54159,36579,7069,10511
86,54293,36862,7020,10411
87,54242,36695,6998,10549
88,54348,36850,7001,10497
89,54387,36541,7034,10812
90,54280,36694,6958,10628
91,54476,36461,6847,11168
92,54374,36755,6670,10949
93,54162,37118,6691,10353
94,54329,36657,6687,10985
95,54286,36977,6665,10644
96,54515,37024,6687,10804
97,54305,37017,6643,10645
98,54564,37093,6715,10756
99,54628,36871,6671,11086
100,54897,36642,6655,11600
101,54801,36958,6754,11089
102,54952,37017,6577,11358
103,54856,37137,6669,11050
104,54960,37190,6584,11186
105,55013,37262,6636,11115
106,54947,37056,6615,11276
107,54950,37437,6559,10954
108,54990,37195,6548,11247
109,54859,37476,6512,10871
110,55106,37322,6537,11247
111,55096,37071,6575,11450
112,55177,37389,6575,11213
113,55104,37230,6509,11365
114,55009,37337,6565,11107
115,54985,37182,6495,11308
116,54978,37318,6447,11213
117,54999,37434,6501,11064
118,55152,37479,6422,11251
119,55200,37609,6438,11153
120,55321,37445,6408,11468
121,55219,37309,6505,11405
122,55385,37720,6512,11153
123,55364,37523,6429,11412
124,55505,37555,6572,11378
125,55436,37326,6429,11681
126,55503,37460,6517,11526
127,55396,37307,6480,11609
128,55770,37647,6468,11655
129,55686,37598,6511,11577
130,55742,38142,6600,11000
131,55829,37996,6474,11359
132,55651,38201,6477,10973
133,55752,38228,6552,10972
134,55817,38285,6546,10986
135,55717,38612,6565,10540
136,55888,38689,6584,10615
137,55540,38657,6581,10302
138,55522,39054,6536,9932
139,55667,39089,6540,10038
140,55568,39093,6476,9999
141,55639,39088,6512,10039
142,55693,39109,6413,10171
143,55808,39228,6338,10242
144,55522,39344,6303,9875
145,55720,39594,6329,9797
146,55846,39598,6319,9929
147,55771,39880,6386,9505
148,55946,40241,6328,9377
149,55802,40216,6250,9336
150,55926,40257,6390,9279
151,55910,40468,6354,9088
152,55876,40833,6370,8673
153,55807,40673,6269,8865
154,55912,40955,6285,8672
155,55995,40846,6239,8910
156,56087,40907,6249,8931
157,55999,40994,6216,8789
