no,total_mask_area,red_mask_area,green_mask_area,brown_mask_area
1,60893,30362,14121,16410
2,61003,30356,14223,16424
3,60924,30388,14198,16338
4,60830,30337,14017,16476
5,61035,30372,14087,16576
6,60980,30300,14131,16549
7,61080,30273,14085,16722
8,60920,30251,14038,16631
9,60770,30019,14011,16740
10,60918,30196,14132,16590
11,61012,30087,14091,16834
12,60908,29730,14076,17102
13,60883,30097,13999,16787
14,60851,29823,13968,17060
15,60866,30386,14140,16340
16,60608,30126,13948,16534
17,60832,30017,13956,16859
18,60802,30374,13803,16625
19,60658,30338,13844,16476
20,60657,29776,13863,17018
21,60524,30374,13625,16525
22,60396,29995,13682,16719
23,60533,29778,13718,17037
24,60423,29793,13681,16949
25,60344,29950,13577,16817
26,60202,30009,13563,16630
27,60020,29913,13495,16612
28,60015,29816,13599,16600
29,59863,30156,13495,16212
30,59989,29399,13517,17073
31,59722,29960,13358,16404
32,59744,29835,13448,16461
33,59877,29708,13412,16757
34,59803,29862,13406,16535
35,59701,29496,13452,16753
36,59718,29802,13286,16630
37,59699,29626,13346,16727
38,59601,29813,13286,16502
39,59524,29384,13429,16711
40,59403,29237,13357,16809
41,59140,29487,13359,16294
42,59203,29031,13259,16913
43,59087,29128,13068,16891
44,58924,29258,13134,16532
45,58915,28974,13083,16858
46,58763,29293,13114,16356
47,58581,28681,13049,16851
48,58616,28858,12891,16867
49,58440,28698,13059,16683
50,58288,28749,13065,16474
51,58004,28946,12973,16085
52,57943,28864,12912,16167
53,57738,28581,12729,16428
54,57510,28786,12783,15941
55,57567,28443,12863,16261
56,57556,28159,12861,16536
57,57279,28142,12840,16297
58,57161,27839,12892,16430
59,57052,27372,12681,16999
60,56925,27723,12748,16454
61,56727,27959,12737,16031
62,56620,27355,12630,16635
63,56538,27201,12522,16815
64,56407,27135,12447,16825
65,56303,26861,12530,16912
66,56109,27202,12453,16454
67,56151,27060,12449,16642
68,55982,26815,12387,16780
69,55974,26758,12540,16676
70,55987,26600,12447,16940
71,55869,26987,12513,16369
72,55843,27329,12501,16013
73,55920,26558,12370,16992
74,55885,26788,12482,16615
75,55849,26386,12524,16939
76,55808,26711,12524,16573
77,55586,26759,12563,16264
78,55656,26508,12484,16664
79,55587,26364,12474,16749
80,55775,26780,12407,16588
81,55475,26726,12456,16293
82,55663,26457,12435,16771
83,55379,26386,12367,16626
84,55222,26356,12437,16429
85,55133,26622,12420,16091
86,55459,26534,12573,16352
87,55489,26371,12413,16705
88,55462,26545,12514,16403
89,55315,26017,12546,16752
90,55381,26097,12540,16744
91,55312,26330,12663,16319
92,55312,26136,12533,16643
93,55374,26125,12545,16704
94,55179,26236,12538,16405
95,55045,26071,12546,16428
96,55032,26094,12618,16320
97,55022,26261,12647,16114
98,54883,26460,12464,15959
99,54888,26645,12566,15677
100,54951,26590,12623,15738
101,54973,26374,12653,15946
102,54989,26552,12548,15889
103,54876,26453,12579,15844
104,54756,26712,12575,15469
105,54839,26422,12530,15887
106,54656,26660,12539,15457
107,54643,26535,12411,15697
108,54762,26127,12468,16167
