no,total_mask_area,red_mask_area,green_mask_area,brown_mask_area
1,54802,28700,6989,19113
2,55023,28771,7029,19223
3,54987,28675,7084,19228
4,54981,28483,7121,19377
5,54955,28607,7136,19212
6,54948,28684,7199,19065
7,54776,28564,7192,19020
8,54731,28519,7202,19010
9,54788,28497,7100,19191
10,54733,28352,7184,19197
11,54709,28564,7227,18918
12,54814,28392,7248,19174
13,54632,28234,7302,19096
14,54822,28235,7383,19204
15,54930,28437,7445,19048
16,55021,28273,7445,19303
17,54899,28099,7534,19266
18,54927,28221,7624,19082
19,54986,28054,7688,19244
20,54967,28294,7711,18962
21,55022,28321,7665,19036
22,54979,28419,7730,18830
23,54938,28160,7706,19072
24,55029,28134,7737,19158
25,55172,28153,7790,19229
26,55217,28280,7779,19158
27,55056,27699,7860,19497
28,55282,27716,7950,19616
29,55257,27934,8032,19291
30,55267,28313,8046,18908
31,55403,28050,8087,19266
32,55491,28206,8003,19282
33,55385,28331,8140,18914
34,55432,28564,8163,18705
35,55413,28298,8175,18940
36,55565,28418,8195,18952
37,55560,28244,8257,19059
38,55719,28402,8281,19036
39,55671,28271,8355,19045
40,55775,28343,8325,19107
41,55734,28146,8425,19163
42,55887,28263,8502,19122
43,56021,28263,8594,19164
44,56056,28284,8600,19172
45,56158,28628,8712,18818
46,56189,28572,8840,18777
47,56268,28557,8819,18892
48,56245,28297,8865,19083
49,56101,28311,8883,18907
50,56187,28497,8940,18750
51,56480,28581,8992,18907
52,56293,28647,8974,18672
53,56563,28619,8986,18958
54,56582,28584,9027,18971
55,56735,28391,9164,19180
56,56851,28504,9262,19085
57,56843,28808,9369,18666
58,56865,28589,9462,18814
59,56951,28524,9512,18915
60,57106,28853,9534,18719
61,57243,28745,9534,18964
62,57229,29019,9563,18647
63,57139,28807,9594,18738
64,57193,28655,9615,18923
65,57368,28807,9694,18867
66,57444,28954,9709,18781
67,57502,28651,9902,18949
68,57763,28879,9923,18961
69,57696,28769,9968,18959
70,57710,28823,10076,18811
71,57647,29043,10013,18591
72,57789,29062,10111,18616
73,57934,29082,10025,18827
74,58044,29010,10215,18819
75,57998,28576,10226,19196
76,58105,29247,10238,18620
77,58271,29227,10266,18778
78,58484,29079,10513,18892
79,58413,29167,10573,18673
80,58398,29538,10577,18283
81,58503,29573,10647,18283
82,58536,29485,10750,18301
83,58581,29680,10718,18183
84,58745,29515,10758,18472
85,58870,29689,10768,18413
86,58958,29587,10852,18519
87,59151,29491,10961,18699
88,59183,29619,11022,18542
89,59282,29479,11027,18776
90,59200,29738,11163,18299
91,59352,29549,11156,18647
92,59333,29983,11197,18153
93,59486,30038,11272,18176
94,59548,29924,11341,18283
95,59466,29650,11312,18504
96,59649,30187,11438,18024
97,59806,30293,11480,18033
98,59910,30264,11492,18154
99,59757,30379,11563,17815
100,60045,30039,11626,18380
101,60292,30570,11728,17994
102,60322,30386,11724,18212
103,60372,30338,11847,18187
104,60488,30711,11860,17917
105,60608,30949,11983,17676
106,60716,30539,11944,18233
107,60859,30583,11995,18281
108,60890,30542,12104,18244
109,61083,30837,12118,18128
110,61126,31019,12104,18003
111,61250,30885,12217,18148
112,61435,30647,12246,18542
113,61295,30773,12191,18331
114,61511,31309,12239,17963
115,61572,31165,12233,18174
116,61682,31183,12441,18058
117,61836,31273,12470,18093
118,62003,31538,12568,17897
119,62038,31617,12609,17812
120,62210,31753,12642,17815
121,62382,31733,12709,17940
122,62371,31646,12667,18058
123,62405,32061,12736,17608
124,62520,31721,12767,18032
125,62512,32011,12765,17736
126,62685,32353,12761,17571
127,62832,32019,12712,18101
128,62749,32303,12853,17593
129,62937,32154,12804,17979
130,63232,32428,12833,17971
131,63335,32338,12973,18024
132,63341,32552,12860,17929
133,63399,32442,12946,18011
134,63527,32535,13066,17926
135,63589,32670,13020,17899
136,63622,32719,13071,17832
137,63551,32999,13095,17457
138,63750,33375,13128,17247
139,63748,32841,13147,17760
140,63878,33188,13041,17649
141,64009,32978,13141,17890
142,63869,33511,13182,17176
143,64087,33058,13172,17857
144,64053,33528,13220,17305
145,64144,33281,13269,17594
146,64246,33282,13307,17657
147,64331,33169,13239,17923
148,64206,33494,13160,17552
149,64318,33214,13205,17899
150,64367,33541,13210,17616
151,64503,33296,13207,18000
152,64704,33996,13211,17497
153,64657,33415,13297,17945
154,64697,34064,13362,17271
155,64754,33895,13312,17547
156,64912,33626,13284,18002
157,64863,34099,13318,17446
158,65068,33853,13435,17780
159,65024,34543,13473,17008
160,65110,34324,13488,17298
161,65151,34329,13480,17342
162,65248,34273,13505,17470
163,65236,34137,13474,17625
164,65257,34437,13510,17310
165,65288,34140,13516,17632
166,65296,34504,13448,17344
167,65443,34438,13460,17545
168,65493,34503,13526,17464
169,65565,34460,13523,17582
170,65802,34678,13507,17617
171,65647,34682,13588,17377
172,65830,34783,13703,17344
