no,total_mask_area,red_mask_area,green_mask_area,brown_mask_area
1,56334,24631,6396,25307
2,56037,24482,6363,25192
3,55686,24390,6364,24932
4,54277,24139,6103,24035
5,53728,23992,6181,23555
6,53284,23572,6022,23690
7,53761,23665,6094,24002
8,53849,23743,6137,23969
9,54343,23781,6180,24382
10,54478,23951,6135,24392
11,54542,24068,6319,24155
12,54211,24129,6307,23775
13,54267,24058,6356,23853
14,53974,24081,6226,23667
15,54430,24014,6237,24179
16,53982,23832,6189,23961
17,54094,24163,6289,23642
18,54090,24179,6280,23631
19,54251,23856,6307,24088
20,54169,24154,6319,23696
21,54195,24316,6265,23614
22,54015,24084,6257,23674
23,54149,24327,6320,23502
24,54222,23964,6195,24063
25,54224,23925,6293,24006
26,54448,24254,6324,23870
27,54353,24226,6381,23746
28,54318,24244,6314,23760
29,54210,24220,6328,23662
30,54148,23886,6302,23960
31,54335,24531,6309,23495
32,54311,24199,6331,23781
33,54214,24125,6307,23782
34,54070,24433,6314,23323
35,54180,24456,6344,23380
36,53876,24490,6302,23084
37,54341,24259,6347,23735
38,54270,24509,6238,23523
39,54300,24342,6223,23735
40,54030,24213,6334,23483
41,54523,24195,6320,24008
42,54100,24367,6269,23464
43,54676,24484,6219,23973
44,54684,24572,6309,23803
45,54386,24615,6293,23478
46,54245,24692,6309,23244
47,53952,24485,6343,23124
48,53894,24535,6244,23115
49,54161,24332,6327,23502
50,53858,23784,6247,23827
51,53990,24097,6200,23693
52,53483,23750,6216,23517
53,53875,24095,6282,23498
54,53534,24002,6261,23271
55,53519,24390,6295,22834
56,53136,24487,6306,22343
57,54114,24526,6363,23225
58,54117,24712,6345,23060
59,54397,24542,6446,23409
60,54188,24770,6376,23042
61,54552,24658,6444,23450
62,54304,24525,6476,23303
63,54158,24808,6464,22886
64,53495,24253,6419,22823
65,53527,24414,6390,22723
66,52761,24320,6348,22093
67,53605,23921,6368,23316
68,53001,24192,6376,22433
69,53532,24287,6545,22700
70,53552,23995,6527,23030
71,53419,24123,6616,22680
72,53818,24253,6678,22887
73,53816,24438,6685,22693
74,53596,24143,6775,22678
75,53036,24325,6766,21945
76,53193,24086,6794,22313
77,53123,24021,6858,22244
78,52665,24040,6848,21777
79,52902,23937,6907,22058
80,52471,23799,6933,21739
81,52433,23614,6931,21888
82,52179,23604,6962,21613
83,52340,23739,7034,21567
84,51917,24253,7020,20644
85,52063,23694,6956,21413
86,51967,23708,7000,21259
87,52012,23530,7033,21449
88,52042,23296,6999,21747
89,51920,23688,6984,21248
90,51531,23375,7009,21147
91,52349,23372,7007,21970
92,51996,23494,7075,21427
93,52341,23658,7066,21617
94,52420,23277,7038,22105
95,51917,23617,7086,21214
96,51913,23487,7133,21293
97,51930,23735,7167,21028
98,52285,23626,7153,21506
99,51470,23513,7157,20800
100,52243,23419,7211,21613
101,52084,23217,7228,21639
102,52122,23184,7219,21719
103,52428,23177,7189,22062
104,52687,23264,7217,22206
105,52755,23191,7243,22321
106,52960,23345,7282,22333
107,52699,23338,7274,22087
108,52726,22980,7302,22444
109,52919,23097,7311,22511
110,52766,22939,7298,22529
111,52651,23072,7380,22199
112,52997,23109,7353,22535
113,52313,22768,7354,22191
114,52816,23056,7343,22417
115,52842,23055,7456,22331
116,52795,22814,7453,22528
117,53143,23076,7418,22649
118,53088,22978,7445,22665
119,53393,22722,7498,23173
120,53291,22741,7513,23037
121,53353,22578,7522,23253
