no,total_mask_area,red_mask_area,green_mask_area,brown_mask_area
1,55166,27343,6192,21631
2,54921,27356,6176,21389
3,54795,27567,6179,21049
4,55428,27431,6136,21861
5,55373,27208,6152,22013
6,55243,27545,6171,21527
7,55108,27576,6181,21351
8,55219,27556,6184,21479
9,55288,27830,6125,21333
10,55155,27536,6134,21485
11,55427,27663,6146,21618
12,55632,28121,6129,21382
13,55243,27471,6104,21668
14,55464,27785,6034,21645
15,55388,27709,6051,21628
16,55487,27881,6104,21502
17,55404,27804,6186,21414
18,55642,27529,6203,21910
19,55715,27805,6203,21707
20,55728,27653,6177,21898
21,55384,27843,6168,21373
22,55146,27777,6128,21241
23,55555,28016,6180,21359
24,55412,28162,6089,21161
25,55884,27732,6099,22053
26,55774,27837,6079,21858
27,55810,28024,6099,21687
28,55775,27970,6026,21779
29,55671,27820,6036,21815
30,55410,27805,6037,21568
31,55495,27889,6064,21542
32,55251,27904,6053,21294
33,55255,28075,6114,21066
34,55078,27962,6154,20962
35,55786,27977,6159,21650
36,55457,27766,6101,21590
37,55221,27577,6059,21585
38,54822,27860,6063,20899
39,54495,27675,6052,20768
40,54696,27570,6039,21087
41,54695,27852,6045,20798
42,54447,27448,6039,20960
43,54715,27736,6081,20898
44,54260,27189,6025,21046
45,54464,27436,5980,21048
46,54411,27543,5940,20928
47,54085,27176,5999,20910
48,54120,27142,5959,21019
49,54325,27378,5941,21006
50,54017,27122,5997,20898
51,54202,27253,5945,21004
52,53966,27117,5948,20901
53,53305,26867,6005,20433
54,53072,27007,6006,20059
55,53394,26847,6034,20513
56,52925,27112,5933,19880
57,53377,26945,5943,20489
58,53107,26700,5977,20430
59,52731,26645,5960,20126
60,53038,26841,5969,20228
61,53204,26681,5974,20549
62,53053,26584,5970,20499
63,52734,26502,5954,20278
64,52540,26296,5954,20290
65,52682,26092,5886,20704
66,52637,25870,5877,20890
67,52699,26282,5886,20531
68,52615,26100,5865,20650
69,51927,26286,5919,19722
70,51591,25989,5884,19718
71,51888,26051,5881,19956
72,51459,25883,5849,19727
73,51375,25668,5863,19844
74,51137,25757,5806,19574
75,51511,25700,5827,19984
76,51338,25656,5747,19935
77,50593,25677,5746,19170
78,50862,25342,5762,19758
79,50322,25268,5743,19311
80,49957,25058,5742,19157
81,50153,24922,5750,19481
82,50099,25122,5721,19256
83,49740,25161,5589,18990
84,49276,24945,5629,18702
85,49604,24522,5645,19437
86,49012,24880,5641,18491
87,49145,24743,5670,18732
88,48690,24383,5632,18675
89,48711,24293,5667,18751
90,48840,24414,5566,18860
91,48802,24002,5601,19199
92,48541,24123,5636,18782
93,48448,24077,5638,18733
94,47940,23643,5532,18765
95,48340,23629,5555,19156
96,47934,23301,5500,19133
97,47857,23383,5395,19079
98,47755,23386,5411,18958
99,47714,23462,5403,18849
100,47407,22978,5345,19084
101,47593,22892,5357,19344
102,47573,22869,5262,19442
