no,total_mask_area,red_mask_area,green_mask_area,brown_mask_area
1,52100,21311,12236,18553
2,52263,21116,12349,18798
3,52143,21188,12338,18617
4,52026,21389,12395,18242
5,52268,21098,12436,18734
6,52309,21072,12438,18799
7,52091,20957,12479,18655
8,52101,21089,12513,18499
9,52331,20939,12648,18744
10,52076,20860,12614,18602
11,51913,21071,12796,18046
12,52123,21034,12679,18410
13,52174,21006,12790,18378
14,52067,20869,12784,18414
15,51728,21085,12757,17886
16,52153,20930,12718,18505
17,51930,20821,12756,18353
18,51882,20854,12788,18240
19,52147,20739,12847,18561
20,52181,20657,12894,18630
21,51881,20658,12984,18239
22,52160,20583,13016,18561
23,52176,20731,13081,18364
24,52199,20640,12973,18586
25,52624,20666,13008,18950
26,52410,20662,13019,18729
27,52374,20615,13115,18644
28,52584,20756,13186,18642
29,52130,20601,13215,18314
30,52370,20575,13179,18616
31,52276,20545,13336,18395
32,52172,20564,13250,18358
33,51767,20756,13291,17720
34,52124,20589,13348,18187
35,52120,20399,13442,18279
36,52337,20462,13501,18374
37,52279,20317,13591,18371
38,52248,20473,13537,18238
39,52192,20170,13408,18614
40,51986,20236,13538,18212
41,52187,20129,13625,18433
42,51888,20225,13582,18081
43,52160,20160,13647,18353
44,52523,20335,13552,18636
45,52312,20280,13593,18439
46,52715,20293,13654,18768
47,52327,20249,13631,18447
48,52239,19907,13835,18497
49,52225,19996,13921,18308
50,52362,20062,13882,18418
51,52687,19863,13840,18984
52,52321,19733,13839,18749
53,52349,19814,13886,18649
54,52372,19921,13930,18521
55,52091,19831,14002,18258
56,52123,19673,14073,18377
57,52287,19776,14127,18384
58,52066,19721,14068,18277
59,52170,19753,14073,18344
60,51955,19621,14138,18196
61,52023,19589,14240,18194
62,52039,19712,14217,18110
63,52099,19776,14217,18106
64,51992,19710,14194,18088
65,52232,19555,14271,18406
66,52191,19554,14444,18193
67,52134,19368,14458,18308
68,52264,19454,14588,18222
69,52099,19380,14592,18127
70,52217,19560,14624,18033
71,52070,19311,14593,18166
72,52321,19251,14565,18505
73,52409,19182,14724,18503
74,52135,19155,14818,18162
75,52085,19157,14744,18184
76,52171,19095,14844,18232
77,52110,18990,14810,18310
78,52111,18759,14819,18533
79,52153,18960,14887,18306
80,52035,18823,15068,18144
81,52274,18778,15060,18436
82,52245,18959,15208,18078
83,52256,18740,15209,18307
84,51785,18542,15209,18034
85,51672,18630,15218,17824
86,52093,18682,15310,18101
87,52152,18589,15415,18148
88,52170,18747,15388,18035
89,51921,18769,15327,17825
90,51869,18450,15464,17955
91,51660,18577,15441,17642
92,51868,18386,15414,18068
93,51789,18384,15616,17789
94,51817,18587,15612,17618
95,51723,18431,15661,17631
96,51853,18525,15714,17614
97,51860,18719,15829,17312
98,52032,18268,15818,17946
99,51779,18388,15752,17639
100,51663,18210,15889,17564
101,51677,18246,15905,17526
102,51928,18200,15936,17792
103,51855,18166,16041,17648
104,52057,18083,16097,17877
105,51486,18066,15992,17428
106,51443,18202,16054,17187
107,51668,18248,16035,17385
108,51421,18207,16050,17164
109,51291,18276,16087,16928
110,51511,18156,16102,17253
111,51379,17721,16351,17307
112,51801,17497,16386,17918
113,51492,17617,16502,17373
114,51788,17703,16533,17552
115,51584,17802,16564,17218
116,51519,17882,16415,17222
117,51481,17659,16497,17325
118,51465,17603,16588,17274
119,51516,17562,16673,17281
120,51561,17392,16709,17460
121,51502,17618,16799,17085
122,51251,17516,16847,16888
123,51347,17486,16768,17093
124,51107,17525,16836,16746
125,51115,17534,16898,16683
126,50828,17492,16841,16495
127,51267,17322,16848,17097
128,51172,17240,16944,16988
129,50941,17590,17058,16293
130,50762,17445,17085,16232
131,50932,17379,17145,16408
132,50895,17405,17179,16311
133,51209,17417,17156,16636
134,50909,17079,17315,16515
135,50491,17269,17171,16051
136,50543,17309,17128,16106
137,50519,17158,17224,16137
138,50343,17231,17316,15796
139,50469,17312,17365,15792
140,50465,17402,17447,15616
141,50773,17319,17433,16021
142,50491,17381,17409,15701
143,50403,17164,17372,15867
144,50333,17300,17384,15649
145,50415,17240,17489,15686
146,50223,17108,17426,15689
147,50211,17311,17534,15366
148,50368,17249,17588,15531
149,50117,17213,17500,15404
150,50115,17349,17465,15301
151,49787,17267,17535,14985
152,49884,17368,17570,14946
153,49881,17364,17693,14824
154,49916,17325,17737,14854
155,50006,17595,17701,14710
156,50071,17415,17831,14825
157,49790,17477,17772,14541
158,49819,17287,17721,14811
159,49779,17335,17654,14790
160,49784,17402,17642,14740
161,49597,17386,17628,14583
162,49362,17368,17717,14277
163,49681,17385,17738,14558
164,49276,17219,17830,14227
165,49124,17420,17764,13940
166,49218,17337,17894,13987
167,49304,17294,17992,14018
168,49337,17268,17886,14183
169,49171,17309,17951,13911
170,49456,17233,18009,14214
171,49267,17409,17995,13863
172,49382,17405,18010,13967
173,49481,17141,18099,14241
174,49119,17375,18074,13670
175,49288,17247,17994,14047
176,49281,17163,18073,14045
177,49193,16906,18016,14271
178,49331,17181,18027,14123
179,49191,17131,18181,13879
180,49159,17122,18036,14001
181,49056,17237,18042,13777
182,48972,17244,18009,13719
183,48997,17139,18044,13814
184,49161,17068,17951,14142
185,49029,17180,17862,13987
186,48951,17312,17973,13666
187,49095,17316,18034,13745
188,49080,17414,17976,13690
189,49127,17330,17993,13804
190,49311,17381,18094,13836
191,49345,16991,18152,14202
192,49118,17199,18059,13860
193,49310,16965,18007,14338
194,49368,16911,18087,14370
195,49137,16930,18097,14110
196,49203,16867,18126,14210
197,49150,17025,18026,14099
198,48970,16913,18036,14021
