no,total_mask_area,red_mask_area,green_mask_area,brown_mask_area
1,59352,27350,16299,15703
2,59727,27225,16279,16223
3,59515,27508,16379,15628
4,59296,27441,16398,15457
5,59566,27438,16502,15626
6,59755,27237,16450,16068
7,59721,27362,16466,15893
8,59116,27495,16371,15250
9,59431,27625,16463,15343
10,59328,27360,16535,15433
11,59554,27331,16493,15730
12,59335,27405,16650,15280
13,59503,27465,16665,15373
14,59531,27297,16607,15627
15,59591,27602,16616,15373
16,59847,27319,16522,16006
17,59728,27536,16612,15580
18,59990,27255,16624,16111
19,60087,27735,16723,15629
20,59989,27847,16871,15271
21,59631,27832,16893,14906
22,59690,27454,16873,15363
23,59916,27366,16846,15704
24,60046,27521,16877,15648
25,60042,27610,16773,15659
26,60076,27429,16860,15787
27,59960,27779,16845,15336
28,60233,27264,16780,16189
29,60130,27478,16969,15683
30,60443,28098,17081,15264
31,60019,27515,17162,15342
32,60075,27379,17131,15565
33,60436,27627,16970,15839
34,60232,27431,16903,15898
35,60218,27473,16913,15832
36,60281,27529,17022,15730
37,60236,27204,17029,16003
38,59590,27065,17191,15334
39,59912,27097,17010,15805
40,59474,27196,16960,15318
41,59856,27451,16919,15486
42,60049,27330,16881,15838
43,59627,27544,16861,15222
44,59676,27286,16886,15504
45,59754,27200,17004,15550
46,59764,27169,16937,15658
47,60001,27048,16902,16051
48,59429,27097,16743,15589
49,59667,27302,16681,15684
50,59731,27174,16778,15779
51,59615,27220,16757,15638
52,59421,27285,16800,15336
53,59316,27287,16800,15229
54,59799,27086,16694,16019
55,59524,27312,16788,15424
56,59641,27283,16719,15639
57,59667,27073,16571,16023
58,59634,27130,16700,15804
59,59459,27034,16562,15863
60,59530,26953,16691,15886
61,59799,27149,16581,16069
62,59341,27028,16609,15704
63,59582,26971,16510,16101
64,59398,27166,16475,15757
65,59500,27115,16536,15849
66,59263,27255,16514,15494
67,59667,27017,16483,16167
68,58970,27123,16493,15354
69,59407,27060,16320,16027
70,59075,27128,16419,15528
71,58950,26727,16388,15835
72,59077,26952,16324,15801
73,58936,26821,16396,15719
74,58872,27012,16430,15430
75,59034,26922,16419,15693
76,59217,27246,16324,15647
77,58885,27046,16408,15431
78,59119,26955,16267,15897
79,58766,26974,16282,15510
80,58967,27207,16294,15466
81,58564,27117,16244,15203
82,58675,27289,16244,15142
83,58465,27017,16183,15265
84,58620,27134,16210,15276
85,58516,27075,16110,15331
86,58446,27398,16107,14941
87,58456,26836,16124,15496
88,58622,26536,16113,15973
89,57964,27001,16025,14938
90,58125,26819,15846,15460
91,57919,27106,15841,14972
92,57996,27001,15874,15121
93,57944,26739,15865,15340
94,58002,26875,15850,15277
95,58118,26767,15817,15534
96,58218,26891,15787,15540
97,57939,27039,15694,15206
98,57568,26906,15559,15103
99,57687,26996,15499,15192
100,57594,27093,15353,15148
101,57471,27040,15222,15209
102,57385,26755,15191,15439
103,57274,26919,15192,15163
104,57367,26605,15058,15704
105,57090,26802,15167,15121
106,57272,26689,15139,15444
107,57291,26840,15020,15431
108,57369,26946,14876,15547
109,57380,26918,14777,15685
110,57184,26637,14746,15801
111,56994,26936,14656,15402
112,57019,27081,14557,15381
113,57001,26821,14537,15643
114,56928,27280,14478,15170
115,56787,26956,14385,15446
116,56737,27166,14355,15216
117,56858,27278,14170,15410
118,56667,27053,14034,15580
119,56745,27356,14100,15289
120,56719,27243,14190,15286
121,56738,27419,14134,15185
122,56834,27332,14175,15327
